Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2020-09-09,10114.7,10320.21,9996.1,10235.59,14.07166482,143241.7752151086,10179.447638030699
2020-09-08,10439.3,10439.3,9870.55,10100.71,62.79574431,631013.9093219399,10048.673142671125
2020-09-07,10297.5,10382.2,9909.74,10366.07,56.21406735,566966.6760624938,10085.850442602665
2020-09-06,10170.4,10372.49,10063.6,10308.3,35.74983417,363908.1835999009,10179.297108608123
2020-09-05,10497.0,10582.49,9950.0,10149.09,245.30255823,2506981.2981492854,10219.955781295575
2020-09-04,10189.5,10651.7,10048.2,10497.0,193.72013703,2026275.9465737499,10459.81061979094
2020-09-03,11443.8,11472.3,10000.0,10219.5,157.18968097,1668490.2279391552,10614.502285665876
2020-09-02,11916.96,11947.34,11200.02,11453.7,64.50098735,737032.3414152281,11426.683089607432
2020-09-01,11663.79,12045.5,11551.47,11918.0,30.15049945,357889.8903887012,11870.114821222347
2020-08-31,11726.0,11767.1,11592.71,11692.2,8.04623664,94122.6482415729,11697.723103700922
2020-08-30,11522.69,11710.67,11517.7,11704.72,13.62791,158555.6659391356,11634.62819604295
2020-08-29,11538.64,11568.9,11444.2,11478.6,11.77948852,135331.5680866111,11488.74739822838
2020-08-28,11334.4,11541.8,11333.62,11520.47,29.74800971,340827.5063614924,11457.153257783188
2020-08-27,11352.44,11571.3,11140.3,11334.81,56.04054254,636435.2543278696,11356.693305986493
2020-08-26,11301.4,11483.0,11281.87,11447.61,60.03659138,684464.6979900168,11400.792121220135
2020-08-25,11762.5,11762.5,11138.17,11361.01,134.48065912,1531706.7191355412,11389.791879059476
2020-08-24,11627.3,11822.19,11618.5,11761.2,20.65770698,242471.4528353277,11737.578283498711
2020-08-23,11689.6,11711.93,11546.44,11687.94,32.29707281,375173.5657633909,11616.33340490311
2020-08-22,11532.0,11673.5,11400.01,11673.5,65.4715935,753491.3397077153,11508.675739009092
2020-08-21,11867.5,11868.1,11506.4,11522.2,134.00577157,1563836.0030737233,11669.915293587412
2020-08-20,11796.7,11884.6,11696.42,11881.74,28.29828165,334170.8405517582,11808.873933932246
2020-08-19,11967.1,12012.75,11598.2,11748.17,175.86578613,2074482.5296234302,11795.82780297001
2020-08-18,12347.35,12395.3,11899.2,11973.86,266.08508432,3213366.315086174,12076.461644959045
2020-08-17,11921.13,12438.2,11792.4,12304.74,76.42171278,925365.0757285292,12108.66705372642
2020-08-16,11836.72,11920.1,11710.0,11904.58,15.64819414,185024.8919373145,11824.041182129307
2020-08-15,11810.3,11971.49,11703.54,11888.66,47.37490638,562661.8698650365,11876.79117193089
2020-08-14,11779.85,11854.21,11662.43,11721.6,76.58718498,900623.7271307718,11759.457242957305
2020-08-13,11547.99,11788.4,11305.74,11776.5,109.59975885,1267468.2183915984,11564.516488820707
2020-08-12,11390.8,11617.82,11200.0,11549.96,125.86951663,1438544.0936021714,11428.852132886534
2020-08-11,11866.43,11936.0,11150.0,11400.1,213.84810486,2480324.957123601,11598.5360672118
2020-08-10,11720.4,12072.25,11500.01,11818.18,157.04383626,1873549.7410776995,11930.10681409916
2020-08-09,11792.69,11795.0,11548.42,11669.5,27.1424019,316301.0599272767,11653.392396613091
2020-08-08,11608.29,11803.22,11553.95,11776.19,57.41203588,669609.3990652948,11663.22337819341
2020-08-07,11786.1,11899.15,9500.0,11587.52,181.5757689,2098989.1145376675,11559.852546699956
2020-08-06,11734.93,11892.5,11583.1,11778.8,118.67116886,1396844.1055901968,11770.711614360995
2020-08-05,11129.9,11786.17,11110.6,11742.18,47.30070836,547978.7127726821,11585.000135771374
2020-08-04,11246.82,11415.87,11037.4,11201.7,24.05345584,269768.757804137,11215.384583346295
2020-08-03,11081.2,11478.03,10991.6,11244.3,43.82987603,493664.0998713773,11263.187227211907
2020-08-02,11843.83,12117.93,10838.6,11078.6,303.30244076,3426638.518530818,11297.76110586027
2020-08-01,11365.19,11874.4,11246.8,11794.8,100.06869723,1161978.1230755968,11611.80424288808
2020-07-31,11107.22,11466.98,10985.78,11331.2,164.90902432,1860418.3109756897,11281.48273660037
2020-07-30,11071.3,11184.48,10883.6,11122.62,158.48310668,1743606.4595316737,11001.844272602906
2020-07-29,10975.1,11328.4,10851.0,11109.56,259.13781579,2876037.0537603507,11098.484584322625
2020-07-28,11032.6,11224.2,10579.6,10939.4,554.10824373,6068373.686123172,10951.603328031548
2020-07-27,9919.49,11371.0,8951.0,10983.7,759.96544181,8091444.893804416,10647.122156677447
2020-07-26,9701.34,10131.74,9656.32,9919.49,70.69622722,701125.8489936847,9917.443639698728
2020-07-25,9549.75,9722.31,9549.75,9694.79,45.41862675,438264.8734229707,9649.452323500083
2020-07-24,9577.4,9624.14,9378.9,9553.5,69.26180965,658999.3651370015,9514.613731103998
2020-07-23,9529.87,9621.7,9468.1,9605.33,75.68957927,721529.738509698,9532.748701586193
2020-07-22,9388.36,9544.94,9183.1,9515.08,98.05621088,920041.9195166988,9382.801061348731
2020-07-21,9166.27,9434.11,9166.27,9375.7,68.18756359,638053.5700672269,9357.330522963577
2020-07-20,9204.7,9206.68,9153.13,9168.12,10.27313333,94297.6303964898,9179.052521504635
2020-07-19,9167.7,9232.8,9128.0,9225.77,18.09333276,165959.7889756998,9172.427831681565
2020-07-18,9141.7,9198.46,9132.99,9176.7,34.52196101,316736.7272791311,9174.934389949101
2020-07-17,9140.49,9188.2,9091.9,9164.1,12.48414137,114156.953251998,9144.15736482468
2020-07-16,9187.22,9225.28,9046.49,9125.62,20.60927491,187923.0142116226,9118.370977740651
2020-07-15,9261.15,9273.8,9175.76,9227.75,15.44069532,142599.0466953061,9235.273654457817
2020-07-14,9227.1,9281.4,9138.36,9258.91,45.33456102,416692.4879846556,9191.497140577269
2020-07-13,9275.73,9337.25,9201.58,9234.33,36.45531831,338529.802929968,9286.156824945521
2020-07-12,9264.4,9340.28,9171.32,9281.74,42.00886693,390072.3978303364,9285.477717842756
2020-07-11,9291.91,9291.91,9194.32,9242.77,6.97976617,64532.3987016018,9245.639055785417
2020-07-10,9222.52,9303.3,9137.5,9281.12,25.78233206,238145.3381103369,9236.764834000698
2020-07-09,9401.81,9408.1,9174.39,9236.87,18.45988865,170962.1155219026,9261.275556063692
2020-07-08,9257.23,9453.02,9233.4,9417.11,34.04057506,317555.7268140279,9328.741546060943
2020-07-07,9327.6,9359.6,9191.8,9243.3,44.69759867,414322.6026049669,9269.459991886562
2020-07-06,9068.1,9350.2,9063.6,9335.92,31.20983015,286803.3845080783,9189.520837814567
2020-07-05,9136.6,9138.28,8944.01,9073.74,20.11671933,181855.1095389578,9039.998349420619
2020-07-04,9064.3,9188.3,9057.1,9130.4,8.27240102,75527.4080245387,9130.046747242763
2020-07-03,9085.7,9129.8,9058.08,9063.9,24.28062147,220781.0458592604,9092.891058494824
2020-07-02,9236.58,9254.82,8972.4,9096.1,45.73101674,417761.0385749514,9135.17932369836
2020-07-01,9112.88,9279.35,9095.44,9231.23,50.09570483,460900.3274458327,9200.396102019118
2020-06-30,9157.69,9188.8,9078.3,9140.36,32.12414575,293551.4375339237,9138.03093219759
2020-06-29,9123.5,9217.34,9020.1,9176.99,61.86969535,562956.6465208189,9099.069315537188
2020-06-28,9009.9,9186.34,8954.6,9119.5,30.90884625,279668.7011617469,9048.176657896014
2020-06-27,9149.3,9182.69,8854.36,9016.25,66.7857504,604030.0995130131,9044.296064584069
2020-06-26,9224.21,9281.54,9045.48,9154.37,116.97412745,1074273.783355643,9183.858061389144
2020-06-25,9274.73,9318.54,9005.8,9251.47,46.18009852,424647.0723483796,9195.45618042522
2020-06-24,9616.81,9670.0,9224.8,9289.48,59.69213994,561461.3691185594,9405.951431510352
2020-06-23,9680.4,9705.6,9562.69,9602.07,18.55363989,178628.7948671333,9627.69547787818
2020-06-22,9275.75,9735.2,9275.75,9668.8,77.42182334,733902.1313641174,9479.266952176598
2020-06-21,9371.8,9413.5,9279.24,9279.24,23.75911996,222486.8936910232,9364.273342850838
2020-06-20,9316.14,9373.7,9155.11,9353.97,64.59151413,599450.4405653068,9280.63769118067
2020-06-19,9372.91,9410.3,9237.7,9283.08,84.07824189,784270.4257546086,9327.864238415848
2020-06-18,9427.1,9457.04,9274.4,9380.87,37.60805283,352433.2780158912,9371.21843582273
2020-06-17,9515.94,9519.72,9260.68,9427.1,22.05300888,208190.4182957432,9440.454108942578
2020-06-16,9423.17,9587.3,9384.23,9512.62,57.97377208,550305.5125616473,9492.318557472196
2020-06-15,9329.42,9562.18,8955.3,9458.68,381.16774133,3585555.412246531,9406.765115367674
2020-06-14,9455.14,9455.14,9244.0,9332.18,94.86412073,883482.2499246649,9313.13380787253
2020-06-13,9475.5,9476.1,9359.9,9454.71,22.90403752,216387.1194659537,9447.553483834568
2020-06-12,9250.3,9521.6,9246.8,9441.06,40.18620116,378347.2930479234,9414.855898957618
2020-06-11,9889.8,9970.4,9070.0,9267.7,153.25447535,1464237.171335009,9554.286541981945
2020-06-10,9769.91,9999.3,9716.21,9891.03,84.5229053,833132.1416938747,9856.880081639536
2020-06-09,9801.5,9839.72,9600.0,9772.18,64.70809833,629010.6576377552,9720.740894438142
2020-06-08,9716.63,9793.77,9651.63,9780.21,12.11285998,117551.410261689,9704.67837123376
2020-06-07,9643.99,9747.1,9364.88,9718.83,33.27788662,317245.0885862351,9533.210212801521
2020-06-06,9611.78,9726.9,9511.0,9644.76,12.37284815,118553.0559674985,9581.711060399497
2020-06-05,9765.64,9811.5,9564.2,9611.78,13.75056487,132749.1771980096,9654.089010381838
2020-06-04,9643.23,9803.2,9491.6,9767.12,20.26081304,195462.9706286276,9647.340915822771
2020-06-03,9492.5,9661.75,9407.9,9604.2,53.92206879,514220.0856139922,9536.356767330775
2020-06-02,10203.1,10203.1,9316.4,9521.89,148.41272393,1432457.4903664605,9651.85094939764
2020-06-01,9431.18,10219.99,9416.1,10183.97,114.1702867,1121225.594982076,9820.642720537868
2020-05-31,9675.5,9677.6,9373.6,9449.53,64.49741225,614644.1174812656,9529.748497487442
2020-05-30,9414.8,9719.7,9332.4,9673.6,127.54970493,1215047.4579522528,9526.070316031532
2020-05-29,9579.29,9586.99,9335.9,9414.8,105.5374472,996453.2673343703,9441.703336314644
2020-05-28,9168.3,9596.93,9100.0,9562.7,101.95430127,954748.8817602694,9364.478691603805
2020-05-27,8841.31,9210.0,8794.8,9195.6,48.50144011,440007.3058697166,9072.04620876805
2020-05-26,8881.9,8994.09,8699.2,8839.3,58.93481717,522389.6819194992,8863.855136983691
2020-05-25,8706.4,8958.3,8651.0,8889.4,86.28076699,759280.2812112458,8800.110473047209
2020-05-24,9165.9,9293.88,8700.6,8728.2,105.05287804,941890.1288431499,8965.866965439205
2020-05-23,9210.5,9286.6,9098.7,9174.3,31.0504281,284844.4744745415,9173.608607172207
2020-05-22,9061.28,9264.33,8933.2,9154.4,101.59853552,922185.1487293642,9076.756313557586
2020-05-21,9518.42,9567.2,8815.18,9003.1,220.19619735,2002422.7347347317,9093.811604529661
2020-05-20,9765.34,9823.63,9309.95,9518.42,155.08692827,1486662.0328011077,9585.99186523889
2020-05-19,9688.05,9849.4,9472.5,9770.45,129.40135041,1248538.3044947824,9648.572449505875
2020-05-18,9666.02,9921.9,9472.75,9704.12,137.91688764,1339885.0560797635,9715.163088491545
2020-05-17,9364.01,9849.3,9325.6,9661.0,162.87553895,1576697.6201343667,9680.38313364161
2020-05-16,9302.6,9588.3,9217.56,9368.5,121.58937177,1143031.3928758157,9400.750873505527
2020-05-15,9781.2,9829.6,9161.7,9304.73,269.64304238,2536996.5937224906,9408.722625771212
2020-05-14,9317.7,9921.2,9278.99,9763.1,270.687254,2611274.035086418,9646.830415910243
2020-05-13,8798.6,9391.1,8798.6,9304.5,217.94029664,1990109.8765537322,9131.445204193027
2020-05-12,8554.8,8974.3,8541.3,8823.19,260.35651379,2282419.7883792417,8766.51693923131
2020-05-11,8752.52,9170.79,8172.0,8581.05,795.11928656,6879585.272804616,8652.268142769402
2020-05-10,9545.8,9545.8,8144.9,8752.52,601.15641835,5239269.870631009,8715.318859958763
2020-05-09,9806.5,9907.3,9511.7,9526.5,113.17813389,1093802.3859192606,9664.432062312928
2020-05-08,9988.9,10018.0,9740.1,9825.2,142.4899639,1408976.419248901,9888.250236611235
2020-05-07,9137.1,10049.1,9059.6,9983.9,342.54127882,3293658.9800435733,9615.363705623167
2020-05-06,9016.9,9395.39,8906.91,9145.0,208.86184881,1919295.0236494327,9189.304004463736
2020-05-05,8907.8,9099.52,8810.2,9022.33,104.41445494,933147.6831305613,8936.958811562807
2020-05-04,8944.2,8946.7,8551.7,8884.0,122.99201139,1076859.8836135934,8755.527057760997
2020-05-03,8980.0,9174.0,8761.6,8885.2,192.31681781,1729603.1365710064,8993.509544650295
2020-05-02,8815.5,9002.6,8771.0,8980.0,60.78376671,540614.2606375678,8894.056586141563
2020-05-01,8612.27,9059.9,8612.27,8820.8,191.58117481,1691156.9591745378,8827.365010428279
2020-04-30,8790.8,9468.9,8411.5,8617.6,649.90702223,5775091.446834875,8886.027153575034
2020-04-29,7758.0,8940.4,7719.2,8781.28,440.56429569,3764857.399111467,8545.534524569335
2020-04-28,7789.9,7789.9,7678.2,7773.48,18.18575978,140417.1935289509,7721.271765800868
2020-04-27,7692.6,7797.19,7657.0,7794.1,83.4700802,644669.1237721072,7723.355748879554
2020-04-26,7547.0,7709.5,7520.1,7691.2,94.47951927,720242.502486326,7623.265952783315
2020-04-25,7499.9,7695.3,7447.2,7535.02,92.59613196,702011.23871552,7581.431576631924
2020-04-24,7484.75,7586.2,7432.9,7512.86,57.03051592,427793.0133715128,7501.124730689845
2020-04-23,7134.9,7696.3,7032.3,7455.8,284.45558704,2123772.0788187454,7466.093743907039
2020-04-22,6841.0,7159.7,6833.33,7123.0,83.680137,591696.6409615183,7070.932985703866
2020-04-21,6820.4,6939.06,6789.38,6854.34,109.49581062,750380.0146177708,6853.047713596363
2020-04-20,7131.54,7220.2,6758.8,6835.29,159.93143218,1109204.1021873339,6935.497838467078
2020-04-19,7253.0,7253.0,7067.6,7130.7,36.28100651,259459.3506007681,7151.382377698214
2020-04-18,7047.3,7278.2,7047.3,7247.2,71.00802492,510146.8963259631,7184.355527431042
2020-04-17,7111.5,7147.06,7021.2,7045.47,91.13141441,644289.6205497126,7069.895981763823
2020-04-16,6611.0,7184.5,6490.06,7104.3,365.65757931,2534099.6717808503,6930.253371371986
2020-04-15,6866.6,6931.96,6612.5,6634.55,74.37701435,500669.0584671001,6731.502505748269
2020-04-14,6859.5,6983.1,6789.0,6884.5,148.1390826,1018328.7927682715,6874.139996653862
2020-04-13,6900.0,6907.4,6594.1,6860.41,315.41005227,2134281.112238605,6766.687037645843
2020-04-12,6900.0,7192.0,6796.02,6919.5,135.9185646,957896.9205809045,7047.579728346432
2020-04-11,6880.1,6937.1,6779.6,6876.75,75.80907822,519861.3979432369,6857.508495678904
2020-04-10,7275.8,7292.9,6761.2,6880.1,204.95737269,1412397.78408981,6891.178226733398
2020-04-09,7342.3,7368.13,7122.8,7290.1,87.74648795,638191.1140878877,7273.124303864377
2020-04-08,7195.2,7403.9,7162.1,7368.3,215.0273243,1571188.5979318656,7306.925308430976
2020-04-07,7319.4,7448.76,7086.4,7195.0,189.3699924,1378721.9798915768,7280.572610360289
2020-04-06,6774.5,7341.0,6765.73,7318.4,230.27130782,1627322.611069161,7066.979496816941
2020-04-05,6863.2,6889.6,6685.2,6774.5,128.73082405,872972.5723753996,6781.3795088916
2020-04-04,6719.4,6981.9,6676.35,6859.9,269.63072868,1835584.6643151634,6807.772516513311
2020-04-03,6795.3,7030.7,6617.2,6748.76,319.99843104,2180145.777460314,6812.988958648336
2020-04-02,6661.9,7230.3,6573.2,6810.0,479.56917167,3278171.1181261907,6835.658569775548
2020-04-01,6419.8,6693.32,6176.0,6649.8,352.27833405,2257670.22763848,6408.768321579615
2020-03-31,6398.4,6520.7,6359.5,6421.9,117.70601407,759218.425011186,6450.124328903684
2020-03-30,5904.8,6590.7,5870.9,6398.3,348.40039561,2210858.3881152454,6345.740177029202
2020-03-29,6283.9,6283.9,5885.5,5908.9,186.16323995,1131535.436916565,6078.189427840192
2020-03-28,6365.9,6365.9,6045.3,6264.6,404.20351416,2517856.77829726,6229.180821274582
2020-03-27,6752.31,6860.8,6298.6,6382.9,216.71906003,1438962.5468871298,6639.760003979055
2020-03-26,6680.0,6775.3,6543.1,6750.4,189.49500143,1260638.3083169588,6652.620379449124
2020-03-25,6756.3,6945.4,6489.33,6681.0,371.07062606,2475412.020466056,6670.999660495355
2020-03-24,6493.6,6803.9,6408.1,6758.6,157.53492416,1048490.6759985226,6655.607838003118
2020-03-23,5825.0,6605.77,5690.7,6482.3,144.28813993,894144.4909103638,6196.936846951865
2020-03-22,6185.6,6389.54,5763.4,5828.79,171.0844849,1026051.8178362446,5997.339960055283
2020-03-21,6201.1,6441.5,5879.2,6193.8,174.99334028,1083465.0556268832,6191.464508839443
2020-03-20,6205.61,6896.62,5706.4,6210.8,442.99660962,2814583.4969738345,6353.510243313526
2020-03-19,5436.7,6414.5,5296.2,6205.61,521.29166937,2985484.519218143,5727.090407614238
2020-03-18,5368.08,5458.3,5065.8,5412.2,394.61702436,2074095.1334416198,5255.969726104547
2020-03-17,5087.97,5530.4,5005.8,5368.08,327.94531833,1746072.91883264,5324.280668875475
2020-03-16,5410.3,5449.1,4810.3,5080.1,437.23092942,2191381.2761880863,5011.953932662127
2020-03-15,5200.7,5860.9,5185.8,5410.3,142.62587878,785467.1297949804,5507.185207297206
2020-03-14,5637.3,5689.6,5000.0,5207.8,122.04224949,671356.0601162423,5501.013484442971
2020-03-13,4853.8,6088.7,3500.0,5402.6,497.8393937,2667103.160031331,5357.356596891843
2020-03-12,7948.1,7954.7,4082.3,4896.2,890.00647979,5984264.195102658,6723.843400010615
2020-03-11,7889.7,7990.0,7587.48,7963.3,303.89920818,2375340.035386776,7816.210017828856
2020-03-10,7948.4,8183.7,7776.7,7902.1,362.90019182,2880592.0032530553,7937.697659531262
2020-03-09,8049.7,8163.3,7661.17,7945.4,470.03788939,3714482.887615379,7902.518012826417
2020-03-08,8917.2,8917.2,7979.59,8051.0,361.69793462,3050170.104336852,8432.92098845231
2020-03-07,9160.8,9226.96,8877.2,8926.1,66.21272639,602456.4912647345,9098.802059836675
2020-03-06,9056.0,9182.3,9010.2,9154.13,65.71506165,598215.4419322123,9103.170976515587
2020-03-05,8766.5,9181.0,8766.0,9066.1,89.39192003,805463.2102022177,9010.469961176621
2020-03-04,8773.0,8851.0,8660.9,8762.9,86.53568762,759134.8475515238,8772.506100431967
2020-03-03,8923.0,8924.49,8686.1,8775.2,112.34954812,990900.474781092,8819.799379368362
2020-03-02,8546.6,8979.3,8503.7,8915.5,86.0150225,756306.7926282416,8792.729114594391
2020-03-01,8541.1,8764.2,8463.3,8546.1,183.39269963,1569579.5883669413,8558.571805386015
2020-02-29,8742.0,8802.2,8553.4,8553.4,43.54496236,378595.0989536598,8694.348977126087
2020-02-28,8805.2,8892.2,8441.1,8767.0,204.9176763,1768269.827579426,8629.171770378052
2020-02-27,8786.3,8968.0,8490.4,8802.4,190.04677587,1664588.4982432649,8758.835768842053
2020-02-26,9307.5,9359.0,8649.5,8789.7,186.27497986,1669986.508679661,8965.168107572925
2020-02-25,9658.0,9663.5,9249.7,9305.5,84.84649006,799214.2566035541,9419.532334671509
2020-02-24,9970.2,9987.4,9499.5,9672.0,66.19702797,642682.9744312894,9708.637897196057
2020-02-23,9663.6,9984.3,9661.19,9966.7,51.09980304,503697.581555412,9857.133522826436
2020-02-22,9720.0,9728.5,9568.4,9670.2,76.69047024,739899.9275713358,9647.87313542147
2020-02-21,9601.0,9750.0,9556.12,9669.0,48.15108588,464158.427961162,9639.62534755534
2020-02-20,9590.5,9677.9,9342.6,9601.0,104.25278191,996451.6985512163,9558.034618313008
2020-02-19,10192.2,10268.3,9339.2,9612.4,154.69942267,1523342.1802415855,9847.109665632892
2020-02-18,9709.2,10251.9,9626.9,10177.0,73.68384891,734034.15043797,9961.9409313776
2020-02-17,9933.0,9972.9,9485.3,9708.8,105.27662361,1020713.7046375,9695.5398989497
2020-02-16,9905.2,10050.3,9659.2,9933.8,67.76049026,667939.20844831,9857.3550144841
2020-02-15,10372.52,10377.7,9803.0,9896.4,58.39845963,586426.26429777,10041.810486325
2020-02-14,10238.2,10384.3,10110.05,10341.5,131.9831854,1356965.3640574,10281.350309472
2020-02-13,10343.9,10479.8,10071.6,10243.5,295.89514809,3065589.0052062,10360.389567029
2020-02-12,10258.3,10456.7,10244.4,10351.6,145.59716404,1500366.0068411,10304.912301924
2020-02-11,9843.45,10322.2,9704.85,10258.3,224.55176908,2286080.0964327,10180.637212519
2020-02-10,10140.0,10171.2,9775.7,9884.1,73.06541834,724604.53251665,9917.2022685863
2020-02-09,9910.5,10125.5,9910.5,10125.5,13.9897038,139732.41104654,9988.2322774079
2020-02-08,9806.7,9926.3,9668.5,9908.0,59.66223286,586191.2344288,9825.1642006815
2020-02-07,9743.6,9856.9,9724.7,9814.7,69.86462642,683398.50246683,9781.7527622418
2020-02-06,9599.7,9846.6,9531.5,9738.9,157.47395744,1522984.095893,9671.3394433696
2020-02-05,9170.03,9731.2,9160.0,9598.3,113.18473095,1072847.2935301,9478.7281334266
2020-02-04,9302.02,9345.0,9082.4,9166.64,56.6443465,519775.4866055,9176.1229270338
2020-02-03,9316.4,9588.2,9230.46,9277.8,77.69545189,730243.45822657,9398.7928567612
